article name,article link,article text,article date
Write to Laura Meckler at laura.meckler@wsj.com and Colleen McCain Nelson at colleen.nelson@wsj.com

Credit: By Laura Meckler and Colleen McCain Nelson",3/18/16

The Zero-Sum Worlds of Trump and Sanders; Both presidential candidates support long-discredited economic policies.,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774431614?accountid=12768,"Donald Trump and Bernie Sanders might seem unlikely economic soul mates, but they share a mistaken reliance on zero-sum thinking and long-discredited economic policies.

Mr. Trump's anti-immigration and anti-trade positions make him essentially a disciple of mercantilism--a protectionist economic theory refuted by Adam Smith in 1776. Bernie Sanders proudly calls himself a socialist and advocates vast increases in taxes and government power. The history of the past century, from the Soviet Union's fall to the impending collapse of Venezuela, amply shows that a socialist economy isn't only ""rigged""--to borrow one of Mr. Sanders's favorite words--it doesn't work.

Messrs. Trump and Sanders have been led astray by zero-sum thinking, or the assumption that economic magnitudes are fixed when they are in fact variable.

If the world is zero-sum, then the number of jobs is fixed, as is gross domestic product. In Mr. Trump's mind, if there are more Mexican workers in the U.S., then American workers must lose their jobs. In the real, positive-sum world where Mr. Trump doesn't live, Mexican workers also consume, thus increasing GDP and creating new jobs.

Moreover, the reason that firms hire immigrant workers is to lower costs, and this leads to lower prices for consumers, allowing them to purchase additional goods--adding new jobs to the U.S. economy. But in a fixed world prices do not change, so this effect is ignored.

Similar arguments apply to Mr. Trump's analysis of Chinese imports. In a world of fixed GDP and prices, imports of goods from China merely replace goods that otherwise would have been produced by American workers. In the real world, imports reduce prices and increase GDP, so workers, who are also consumers, benefit from imports of lower-cost goods and increase their consumption of other goods.

Mr. Sanders's economics is also zero-sum, although he emphasizes a different aspect of the fallacy. In a zero-sum world, taxes don't matter much because people work the same amount anyway, so there are no losses from reduced effort in response to higher taxes. Similarly, in a zero-sum world methods of production are given, so there are no responses to changing prices--higher minimum wages don't lead to layoffs, for example. (In the real world, we saw Wal-Mart's recent store closings following wage increases.) In the Bernie Sanders universe, the size of the economy is fixed so there is plenty to redistribute no matter how misguided the economic policies.

Zero-sum thinking persists because it is superficially appealing. Mr. Trump's policies would in theory benefit Americans and increase jobs. Mr. Sanders's policies would make the poor better off. In the actual, positive-sum world we live in, their policies--building a fence along the Mexican border, disrupting labor markets by deporting millions of productive workers, huge tariffs on imported goods, much higher income taxes and minimum wages--would, if adopted, lead to an economic depression that would make the 1930s look prosperous.

Mr. Rubin, an economics professor at Emory University and a senior fellow at the Classical Liberal Institute at New York University, is the author of ""Darwinian Politics: The Evolutionary Origin of Freedom"" (Rutgers Press, 2002).

Credit: By Paul H. Rubin",3/20/16

"South Carolina, Nevada Vote on Presidential Candidates; Hillary Clinton edges out Bernie Sanders in Nevada, while Donald Trump wins South Carolina; Republican candidate Jeb Bush suspends campaign",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1766822468?accountid=12768,"GOP Rivals Make Final Push in South Carolina as Voters Head to Polls

Businessman and Republican presidential candidate Donald Trump--flanked by his daughter Ivanka, far left, and wife Melania, far right--waits to speak to his supporters in Spartanburg, S.C., after his victory in the South Carolina Republican primary.

Democratic presidential candidate Hillary Clinton, left, greets supporters with her husband and former President Bill Clinton at a Nevada Democratic caucus rally on Saturday.

Florida Sen. Marco Rubio, accompanied by his family, waves to his supporters in at a rally in Columbia, S.C., after the Republican primary. Mr. Rubio posted a second-place finish in the primary.

Following the results of the South Carolina Republican primary, former Florida Gov. Jeb Bush, accompanied by his wife, Columba, said he was suspending his campaign for the presidential nomination at a rally in Columbia, S.C.

South Carolina Governor Nikki Haley, left, greets Mr. Rubio before his speech in Columbia, S.C., following the South Carolina Republican primary.

After the South Carolina Republican primary, presidential candidate Sen. Ted Cruz (R., Texas) addresses supporters at a rally in Columbia, S.C.

Mr. Sanders speaks to his supporters in Henderson, Nev., after Mrs. Clinton was projected as the winner. 'Taking on the establishment, whether it is the financial establishment, whether it is the political establishment, whether it is the media establishment, is not easy,' he told his supporters.
