article name,article link,article text,article date
Messrs. Trump and Sanders have been led astray by zero-sum thinking, or the assumption that economic magnitudes are fixed when they are in fact variable.

If the world is zero-sum, then the number of jobs is fixed, as is gross domestic product. In Mr. Trump's mind, if there are more Mexican workers in the U.S., then American workers must lose their jobs. In the real, positive-sum world where Mr. Trump doesn't live, Mexican workers also consume, thus increasing GDP and creating new jobs.

Moreover, the reason that firms hire immigrant workers is to lower costs, and this leads to lower prices for consumers, allowing them to purchase additional goods -- adding new jobs to the U.S. economy. But in a fixed world prices do not change, so this effect is ignored.

Similar arguments apply to Mr. Trump's analysis of Chinese imports. In a world of fixed GDP and prices, imports of goods from China merely replace goods that otherwise would have been produced by American workers. In the real world, imports reduce prices and increase GDP, so workers, who are also consumers, benefit from imports of lower-cost goods and increase their consumption of other goods.

Mr. Sanders's economics is also zero-sum, although he emphasizes a different aspect of the fallacy. In a zero-sum world, taxes don't matter much because people work the same amount anyway, so there are no losses from reduced effort in response to higher taxes. Similarly, in a zero-sum world methods of production are given, so there are no responses to changing prices -- higher minimum wages don't lead to layoffs, for example. (In the real world, we saw Wal-Mart's recent store closings following wage increases.) In the Bernie Sanders universe, the size of the economy is fixed so there is plenty to redistribute no matter how misguided the economic policies.

Zero-sum thinking persists because it is superficially appealing. Mr. Trump's policies would in theory benefit Americans and increase jobs. Mr. Sanders's policies would make the poor better off. In the actual, positive-sum world we live in, their policies -- building a fence along the Mexican border, disrupting labor markets by deporting millions of productive workers, huge tariffs on imported goods, much higher income taxes and minimum wages -- would, if adopted, lead to an economic depression that would make the 1930s look prosperous.

---

Mr. Rubin, an economics professor at Emory University and a senior fellow at the Classical Liberal Institute at New York University, is the author of ""Darwinian Politics: The Evolutionary Origin of Freedom"" (Rutgers Press, 2002).

(See related letters: ""Letters to the Editor: Candidates' Zero-Sum Worldview Is Wrong"" -- WSJ Mar. 26, 2016)

Credit: By Paul H. Rubin",4/26/16

Election 2016: Trump's Speech to Jewish Lobby Prompts Protests,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774469106?accountid=12768,"WASHINGTON -- Protests of Donald Trump's address to the country's leading pro-Israel lobby on Monday notably have little to do with his foreign policy, although that raises concerns, too.

The opposition to the GOP presidential front-runner's speech to the American Israel Public Affairs Committee in Washington primarily focuses on his comments about women, immigrants, Muslims and the disabled.

""To be honest, I am not sure anyone is sure whether he has a clear, coherent policy regarding the Middle East,"" said Rabbi Rick Jacobs, president of the Union for Reform Judaism. ""We take deep offense over his discourse, which is at odds with our beliefs as a Jewish community and as Americans.""

The group is among several scattered Jewish organizations, synagogues and student associations denouncing Mr. Trump before Aipac's conference. Hundreds of people plan to boycott Mr. Trump's speech, walk out after he is introduced or rebuke him.

Mr. Trump's Republican challengers, Texas Sen. Ted Cruz and Ohio Gov. John Kasich, and Democratic front-runner Hillary Clinton are also scheduled to address Aipacon Monday. Mrs. Clinton's rival, Bernie Sanders, the only Jewish candidate, declined an invitation to speak.

An Aipac spokesman said all active presidential candidates were invited and declined to comment on security surrounding Mr. Trump's speech or potential repercussions from any protests.

Mr. Trump has repeatedly defended his inflammatory rhetoric -- including his description of Mexican immigrants as criminals and his call for a ban on Muslim immigrants -- as grounded in national-security concerns.

He has also promoted himself as the most pro-Israel candidate in the Republican primary, an assertion disputed by Messrs. Cruz and Kasich. ""If people want to hear about Mr. Trump's vision to have strong relations with Israel, then they may want to stay and listen to his remarks at Aipac,"" said Mr. Trump's campaign manager, Corey Lewandowski. ""Mr. Trump has a long record of supporting Israel.""

But the protests have more to do with what critics see as Mr. Trump's xenophobia and bigotry. They alsoblame him for inciting violence at his rallies and threatening ""riots"" if he is denied the nomination at a contested convention.

One new group of rabbis and other Jewish leaders, Come Together Against Hate, condemns ""the ugliness that Mr. Trump espouses"" and plans to distribute stickers and fliers.The group is encouraging people to skip the speech or to quietly walk out.
